clean_comment,usyk_sentiment,fury_sentiment
both guy live inside their head both crazy in similar way both highly technical and with great footwork usyk a notch more in every way fury got the size i still got usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,neutral
fury is funny he is nut but in a good way and very big he is up for the fight usyk know he is getting in with a lion win or lose fury come to fight and will try his best hard night for usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,neutral,positive
been a fury fan all along but now im rooting for usyk this time [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
ngannu already beat fury so this fight isnt anything to see usyk will win tho [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
tyson fury language is shocking he is a disgrace no respect usyk is such a gentleman and very respectful i think frank warren is embarrassed with fury [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
i know tyson is doing it for entertainment purpose but usyk is extremely hot especially his accent dont go after his look when youre bold and also i dont think he fluent in english so he ha no idea what the gypo is going on about [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
it wa hilarious when fury said that he had seen before many boxer like usyk and it will be no problem to beat him [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
im from the but after everything that usyk ha been through war being a smaller boxer for the class beating aj i want him to win especially after that showing fury gave u against ngannou slava ukraini [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
fury lost against ngannou how could he even think beating usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
usyk is a gentleman ive been looking forward to this fight [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,neutral
i love how fury had all the talk but all usyk needed were a few word in russian and he had him owned i love usyk one of my favourite fighter [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
ngannou beat fury fair and square bro all credibility gone usyk ftw [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
fury ha a point he is taller and heavier better reach and possibly power however usyk ha better cardio [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,positive
fury fan from day to achieve what he achieved and to come from where he came from is some going hope he smash usyk and im confident he will [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
tyson fury is meter tall and technical but could be faster win by ko usyk is meter tall and very fast en technical win by ko this is going to be one for the book [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,neutral
francis embarrassed tyson fury i hope usyk beat this man [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
fury doing what he doe best getting angry and aggressive towards his opponent in the press conference to instill fear into him watching usyks last fight against dubois usyk barely had a mark on him at the end of the fight will be a great contest [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,positive
usyk afraid from tyson he know that one buddy bunch from fury can get him out fury know his weak point [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
lennox lewis is the best english heavy weight ever however fury will knock the shit out of usyk i have no doubt even a half trained fury [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
fury is normally funny at a presser but he just angry foul mouthed rant usyk is cool calm and collected [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
usyk is a gentleman good for the sport he a winner win or lose in my eye cant stand fury he so annoying i hope someone knock him out before he retires [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
usyk will have to be extremely weary about fury leaning and grabbing if usyk can stay clear of that i think he can win this fight [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,neutral
fury wa my all time favorite champion but after this behaviour i will stand by usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
body punch all night long is how fury win this fight usyk finally showed his big weakness against dubois [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,positive
francis put down fury usyk will finish the job [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
always supported fury but usyks my man for this one true champ in and out of the ring [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,neutral
people are making the mistake of using the francis fight to predict this fight francis can eat fury best shot like breakfast usyk cant big difference [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,neutral
tyson is such a get him usyk [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
fury is just cringe at this point usyk all the way [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
usyk will show footwork and iq tyson hasnt faced yet it will be ugly [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
calling usyk ugly fury no oil painting [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,negative,negative
usyk will win by knocking him out i just cant see fury beating this guy so fit and being the better boxer and technician [SEP] is the sentiment in favour or support of Oleksandr Usyk? is the sentiment in favour or support of Tyson Fury?,positive,negative
